"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.819302438E1;1.860214710E0;3.085993290E0;1.421376419E1;1.466338453E1
1.819538094E1;-5.219135284E-1;2.403675079E0;1.578189945E1;1.597242618E1
1.819773782E1;-1.800362349E0;2.523380041E0;1.689515495E1;1.717716543E1
1.820009423E1;-1.189867139E0;3.437925816E0;1.729257584E1;1.767111476E1
1.820244990E1;5.985246971E-2;4.316560268E0;1.645224762E1;1.700919535E1
1.820480600E1;2.346216738E-1;4.967754841E0;1.477158928E1;1.558632366E1
1.820716214E1;-1.134802818E0;4.591881275E0;1.213568687E1;1.302490104E1
1.820951829E1;-2.250452757E0;3.354132414E0;9.729617119E0;1.053471362E1
1.821187501E1;-1.302389741E0;2.602385283E0;8.920412064E0;9.383090087E0
1.821423183E1;8.714519739E-1;2.947135687E0;9.310649872E0;9.804755904E0
1.821658787E1;2.635902882E0;3.830558062E0;9.219674110E0;1.032586799E1
1.821894470E1;2.204964876E0;4.924661160E0;8.403286934E0;9.986460281E0
1.822130126E1;-2.657449543E-1;5.810477734E0;7.381006718E0;9.397421563E0
1.822365740E1;-2.494650841E0;5.484880447E0;5.942152977E0;8.462646060E0
1.822601339E1;-2.588020802E0;4.340501308E0;4.879173279E0;7.024538075E0
1.822836975E1;-5.003666282E-1;3.313432693E0;4.888749599E0;5.926978625E0
1.823072610E1;1.230566740E0;2.719696283E0;5.623738289E0;6.366904642E0
1.823308261E1;5.745837092E-1;3.129087210E0;6.868669510E0;7.569673311E0
1.823543907E1;-1.292813301E0;4.244737148E0;7.428888321E0;8.653180997E0
1.823779574E1;-1.340695381E0;5.106612682E0;7.041044712E0;8.800640194E0
1.824015209E1;9.696100354E-1;5.810477734E0;7.388188839E0;9.449186708E0
1.824250865E1;2.848977566E0;5.975670815E0;8.752824783E0;1.097439094E1
1.824486522E1;2.339034557E0;5.099430561E0;9.751164436E0;1.124991034E1
1.824722167E1;-3.758735061E-1;4.146579266E0;1.013422012E1;1.095617716E1
1.824957751E1;-2.181024075E0;3.938292503E0;9.846928596E0;1.082723495E1
1.825193371E1;-1.742903948E0;4.536817074E0;9.274738312E0;1.047096911E1
1.825429022E1;2.801095545E-1;5.013242722E0;8.192605972E0;9.608842624E0
1.825664647E1;1.079738498E0;5.238287926E0;7.373824120E0;9.109268783E0
1.825900225E1;-6.057069898E-1;4.785803318E0;6.660382748E0;8.223836860E0
1.826135787E1;-2.468315840E0;3.701276779E0;5.867936134E0;7.363742755E0
1.826371402E1;-2.236088276E0;2.599991322E0;5.513609409E0;6.493068178E0
1.826606959E1;5.506427214E-2;2.379734278E0;6.243809700E0;6.682164835E0
1.826842594E1;2.468315840E0;3.476231337E0;7.917284489E0;8.992227814E0
1.827078225E1;2.181024075E0;4.462600231E0;9.164609909E0;1.042409428E1
1.827313871E1;-3.878439963E-1;5.025213242E0;1.000493908E1;1.120276738E1
1.827549506E1;-2.834612846E0;4.524846554E0;9.913963318E0;1.126037011E1
1.827785089E1;-3.141057491E0;3.212880611E0;9.641036034E0;1.063665454E1
1.828020636E1;-8.283581734E-1;2.078077793E0;9.585971832E0;9.843548169E0
1.828256246E1;1.352665782E0;1.314360261E0;9.605124474E0;9.788547582E0
1.828491876E1;6.535889506E-1;9.983391762E-1;9.834958076E0;9.907081305E0
1.828727522E1;-1.855426550E0;2.063713074E0;1.097933674E1;1.132463485E1
1.828963136E1;-1.872185230E0;3.299068213E0;1.156110287E1;1.216749884E1
1.829198818E1;6.440125704E-1;3.691700220E0;1.159222603E1;1.218290224E1
1.829434428E1;2.858553886E0;3.962233543E0;1.253550148E1;1.345397422E1
1.829670094E1;2.717302084E0;3.485807896E0;1.316993713E1;1.389179007E1
1.829905678E1;-7.278060317E-1;2.542532921E0;1.311966133E1;1.338356039E1
1.830141324E1;-3.354132414E0;2.336640358E0;1.287306881E1;1.350651669E1
1.830376980E1;-2.336640358E0;3.320615053E0;1.259056568E1;1.322908601E1
1.830612636E1;8.283581734E-1;4.101091385E0;1.146055126E1;1.220038373E1
1.830848298E1;1.797968149E0;4.816926956E0;1.028983688E1;1.150287868E1
1.831083996E1;-2.250452936E-1;4.962966919E0;8.944353104E0;1.023147782E1
1.831319610E1;-2.520986080E0;4.311771870E0;7.711392403E0;9.187617768E0
1.831555214E1;-1.795574069E0;3.449896336E0;7.093714714E0;8.089910964E0
1.831790818E1;1.347877622E0;3.483413696E0;7.704209805E0;8.561880271E0
1.832026438E1;3.244003773E0;4.378806591E0;8.937170982E0;1.046759441E1
1.832262063E1;1.706992388E0;5.458545208E0;9.456689835E0;1.105162981E1
1.832497673E1;-1.144379258E0;6.195927620E0;8.829436302E0;1.084703039E1
1.832733277E1;-2.894465446E0;6.013976097E0;7.608446121E0;1.012098271E1
1.832968891E1;-2.358187199E0;5.401086807E0;7.057803154E0;9.194855677E0
1.833204475E1;-9.576395154E-2;4.158549786E0;6.662776947E0;7.854635809E0
1.833440136E1;9.528512955E-1;2.844189405E0;6.382667542E0;7.052360166E0
1.833675761E1;-5.482486486E-1;2.358187199E0;6.567012787E0;6.999091397E0
1.833911433E1;-2.430010319E0;3.129087210E0;7.211025715E0;8.227698875E0
1.834147074E1;-1.704598308E0;4.189672947E0;7.531834602E0;8.785644386E0
1.834382683E1;1.599257946E0;4.929449558E0;7.718574524E0;9.296961418E0
1.834618334E1;3.430743456E0;5.128159523E0;8.312311172E0;1.035193401E1
1.834853990E1;1.764450788E0;4.522452831E0;8.783948898E0;1.003611600E1
1.835089589E1;-2.006254673E0;3.722823620E0;8.999417305E0;9.943539880E0
1.835325240E1;-3.600724697E0;3.531295776E0;9.011387825E0;1.032668285E1
1.835560923E1;-1.960766912E0;4.108273506E0;8.992235184E0;1.007882988E1
1.835796568E1;6.416184902E-1;4.436264992E0;8.254852295E0;9.393333156E0
1.836032220E1;9.097575545E-1;4.366836071E0;7.311577797E0;8.564816750E0
1.836267871E1;-1.065374017E0;3.605512857E0;6.183957100E0;7.237131350E0
1.836503548E1;-2.631114483E0;2.260029316E0;5.269411564E0;6.308501737E0
1.836739204E1;-1.893732190E0;1.034250736E0;5.456151009E0;5.867323071E0
1.836974876E1;1.168320179E0;1.103679538E0;7.014709473E0;7.196473411E0
1.837210480E1;3.255974293E0;2.018225193E0;8.901259422E0;9.690563494E0
1.837446131E1;1.618410826E0;3.320615053E0;1.063937473E1;1.126241682E1
1.837681798E1;-1.594469786E0;4.402747631E0;1.150125027E1;1.241794179E1
1.837917485E1;-3.205698252E0;4.036450386E0;1.090511990E1;1.206196804E1
1.838153084E1;-1.271266460E0;2.808277845E0;1.026589584E1;1.071872942E1
1.838388657E1;1.762056708E0;1.800362349E0;1.070640945E1;1.099878865E1
1.838624318E1;2.549715281E0;9.600335956E-1;1.170953751E1;1.202231180E1
1.838859944E1;-3.567207158E-1;1.113255978E0;1.306459713E1;1.311679407E1
1.839095615E1;-2.540138721E0;2.597597122E0;1.405575371E1;1.451771428E1
1.839331282E1;-6.631653905E-1;4.137002945E0;1.388098431E1;1.449952782E1
1.839566933E1;2.772366285E0;5.049154282E0;1.403181267E1;1.516811592E1
1.839802594E1;4.146579266E0;5.405875206E0;1.490805340E1;1.639108485E1
1.840038256E1;2.166659355E0;5.051548481E0;1.537969017E1;1.633240413E1
1.840273912E1;-1.156349659E0;4.572728634E0;1.491044712E1;1.563868361E1
1.840509600E1;-1.668686867E0;4.711586475E0;1.353862858E1;1.443184073E1
1.840745209E1;3.734794259E-1;5.288564205E0;1.164729023E1;1.279717812E1
1.840980829E1;1.702204227E0;5.781748772E0;9.468660355E0;1.122415462E1
1.841216506E1;3.662971258E-1;6.049887657E0;7.448041439E0;9.602532766E0
1.841452136E1;-1.963160992E0;5.767384052E0;5.458545208E0;8.180002181E0
1.841687787E1;-3.047687769E0;4.828897476E0;3.641424179E0;6.772490061E0
1.841923423E1;-1.474764824E0;3.878440142E0;2.760396004E0;4.983674881E0
1.842159063E1;8.044171929E-1;3.911957502E0;3.385255575E0;5.235499387E0
1.842394678E1;1.261690021E0;4.749892235E0;4.555970192E0;6.701507468E0
1.842630334E1;-1.108467698E0;5.875118256E0;5.219135284E0;7.936314527E0
1.842865964E1;-3.200910091E0;6.121710777E0;4.599063873E0;8.298949136E0
1.843101579E1;-3.464261055E0;5.369963646E0;3.981386185E0;7.529213117E0
1.843337209E1;-1.417306423E0;3.993356705E0;4.292619228E0;6.031768821E0
1.843572923E1;3.950262964E-1;2.518591881E0;5.664437771E0;6.211699131E0
1.843808626E1;-3.543266058E-1;1.565740585E0;7.620416641E0;7.787672355E0
1.844044303E1;-3.188939571E0;2.140324354E0;1.011267281E1;1.081741537E1
1.844279907E1;-3.363708735E0;3.138663530E0;1.117565346E1;1.208556889E1
1.844515568E1;-4.860020578E-1;4.125032425E0;1.163531971E1;1.235446297E1
1.844751225E1;2.475498199E0;4.725951195E0;1.244691944E1;1.354210137E1
1.844986902E1;2.798701525E0;4.618216515E0;1.331118965E1;1.436483289E1
1.845222595E1;-1.771633029E-1;4.046027184E0;1.405575371E1;1.462757448E1
1.845458266E1;-2.293546677E0;3.344556093E0;1.386901474E1;1.444977445E1
1.845693876E1;-9.624277353E-1;3.093175650E0;1.316993713E1;1.356249412E1
1.845929490E1;1.733327508E0;3.320615053E0;1.206865215E1;1.263658472E1
1.846165121E1;1.730933428E0;3.801828861E0;1.077583885E1;1.155719413E1
1.846400777E1;-8.546932936E-1;3.962233543E0;8.760007858E0;9.652333032E0
1.846636444E1;-2.963894367E0;3.394832134E0;6.607712746E0;7.998213724E0
1.846872115E1;-1.999072433E0;2.528168201E0;5.513609409E0;6.386533783E0
1.847107803E1;1.580105186E0;2.801095486E0;6.624471188E0;7.363863581E0
1.847343485E1;3.674941540E0;4.053209305E0;8.676214218E0;1.025721181E1
1.847579194E1;1.970343351E0;5.415451527E0;9.554848671E0;1.115815851E1
1.847814902E1;-9.983391762E-1;6.198321819E0;8.613967896E0;1.065909552E1
1.848050647E1;-2.173841715E0;5.970882416E0;6.744176388E0;9.266117837E0
1.848286298E1;-5.769777894E-1;5.240682125E0;6.006793976E0;7.992448084E0
1.848521917E1;1.266478300E0;3.971809864E0;6.088193417E0;7.378708556E0
1.848757459E1;1.158743858E0;2.767578125E0;6.325209141E0;7.000746152E0
1.848993058E1;-1.386183143E0;2.592808962E0;6.729811668E0;7.344013011E0
1.849228683E1;-3.028534889E0;3.423561335E0;7.033862114E0;8.388564360E0
1.849464298E1;-9.432749152E-1;4.429082870E0;7.084138393E0;8.407827271E0
1.849699871E1;2.427616119E0;5.257441044E0;8.015442848E0;9.888444286E0
1.849935527E1;2.980653048E0;5.389116287E0;9.451902390E0;1.128119345E1
1.850171162E1;3.950262964E-1;4.955784321E0;1.058670521E1;1.169590403E1
1.850406808E1;-2.494650841E0;4.333318710E0;1.115650082E1;1.222572879E1
1.850642428E1;-2.157083035E0;4.184884548E0;1.138633347E1;1.232131712E1
1.850878027E1;4.381200671E-1;4.297407150E0;1.127381134E1;1.207304765E1
1.851113657E1;1.288025141E0;4.431477070E0;1.084766197E1;1.178850152E1
1.851349194E1;-7.325942516E-1;4.235160828E0;9.751164436E0;1.065638257E1
1.851584756E1;-3.021352768E0;3.428349495E0;8.027413368E0;9.236964772E0
1.851820292E1;-2.942347527E0;2.633508682E0;7.017103672E0;8.051864436E0
1.852055865E1;6.631653905E-1;2.609567642E0;7.625204563E0;8.086617108E0
1.852291553E1;4.117849827E0;3.382861614E0;9.281921387E0;1.070301381E1
1.852527147E1;3.538477898E0;4.079544544E0;1.050291157E1;1.180993907E1
1.852762730E1;-4.764256477E-1;4.630187035E0;1.085963249E1;1.181512722E1
1.852998334E1;-3.224851131E0;4.311771870E0;9.796651840E0;1.117879371E1
1.853233933E1;-2.255241156E0;3.342161894E0;8.566085815E0;9.467522643E0
1.853469532E1;9.241221547E-1;2.169053555E0;7.850249767E0;8.196658861E0
1.853705121E1;2.042166233E0;9.336985350E-1;7.500711441E0;7.829617360E0
1.853940688E1;-3.758735061E-1;4.309377670E-1;7.953196049E0;7.973726584E0
1.854176298E1;-3.191333771E0;1.513070464E0;9.243615150E0;9.895373389E0
1.854411850E1;-1.850638390E0;3.131481171E0;1.003127384E1;1.067040260E1
1.854647433E1;2.118777514E0;4.611034393E0;1.094581985E1;1.206490069E1
1.854883074E1;3.873651743E0;5.441786766E0;1.210216904E1;1.382319487E1
1.855118699E1;1.965555072E0;5.305323124E0;1.245649624E1;1.368116072E1
1.855354334E1;-1.831485629E0;4.788197517E0;1.180290699E1;1.286816959E1
1.855589938E1;-2.576050282E0;4.723556995E0;1.115410614E1;1.238394564E1
1.855825548E1;-6.224656850E-2;5.185617924E0;1.099848938E1;1.215982222E1
1.856061214E1;1.659110427E0;5.434604168E0;1.036644745E1;1.182162436E1
1.856296824E1;1.627987176E-1;5.463333607E0;8.970687866E0;1.050465413E1
1.856532480E1;-2.394098759E0;5.018031120E0;6.825575829E0;8.803455605E0
1.856768131E1;-3.054870129E0;4.204037666E0;5.082671642E0;7.269093150E0
1.857003808E1;-3.974204063E-1;3.844922543E0;5.214347363E0;6.490823581E0
1.857239459E1;2.544927120E0;4.101091385E0;6.782481670E0;8.324521740E0
1.857475110E1;2.358187199E0;4.385989189E0;8.034595490E0;9.452654268E0
1.857710647E1;-1.340695381E0;4.888749599E0;8.355404854E0;9.772928273E0
1.857946282E1;-4.211219788E0;4.850444317E0;7.184690475E0;9.637476817E0
1.858181881E1;-3.246397972E0;4.137002945E0;5.786536694E0;7.819072839E0
1.858417496E1;-2.872918546E-2;2.786731005E0;5.252652645E0;5.946179855E0
1.858653147E1;1.484341264E0;1.292813301E0;5.930182934E0;6.248336166E0
1.858888720E1;-5.147312284E-1;6.152833700E-1;7.577322483E0;7.619667832E0
1.859124381E1;-3.617483377E0;1.644745827E0;9.978603363E0;1.074075881E1
1.859360001E1;-2.595203161E0;3.129087210E0;1.101764297E1;1.174370993E1
1.859595563E1;1.508282185E0;4.448235512E0;1.155631447E1;1.247437848E1
1.859831147E1;3.909563303E0;4.977331161E0;1.215005112E1;1.369971725E1
1.860066886E1;2.492256880E0;4.570334435E0;1.254028988E1;1.357785592E1
1.860302537E1;-1.529829144E0;3.940686703E0;1.288982773E1;1.356528834E1
1.860538152E1;-2.362975597E0;3.402014494E0;1.264323616E1;1.330446455E1
1.860773761E1;5.650073290E-1;3.425955296E0;1.232721424E1;1.280689712E1
1.861009449E1;2.348610878E0;4.211219788E0;1.233679104E1;1.324563167E1
1.861245074E1;5.338840485E-1;4.579910755E0;1.116128826E1;1.207621507E1
1.861480714E1;-1.965555072E0;4.321348190E0;9.025752068E0;1.019812028E1
1.861716355E1;-1.532223225E0;3.117116690E0;6.720235348E0;7.564766196E0
1.861951990E1;1.407730103E0;2.465921640E0;6.911763191E0;7.472278367E0
1.862187574E1;4.069967747E0;2.688572884E0;8.779160500E0;1.004324254E1
1.862423199E1;3.780282021E0;3.454684496E0;1.011506748E1;1.133754679E1
1.862658787E1;-4.524846673E-1;4.567940712E0;1.018449593E1;1.117115849E1
1.862894397E1;-3.260762453E0;5.051548481E0;8.515809059E0;1.042447686E1
1.863129964E1;-2.097230434E0;4.836079597E0;6.669959068E0;8.501434899E0
1.863365558E1;8.666637540E-1;3.804223061E0;5.915818214E0;7.086615857E0
1.863601204E1;1.455612063E0;2.351005077E0;6.081010818E0;6.680173944E0
1.863836808E1;-9.097575545E-1;1.891337991E0;7.045832634E0;7.351773644E0
1.864072350E1;-3.258368492E0;2.724484444E0;8.139935493E0;9.181412231E0
1.864307975E1;-2.003860712E0;4.172914028E0;8.417651176E0;9.606535305E0
1.864543621E1;2.147506714E0;5.733866692E0;8.884500504E0;1.078996578E1
1.864779209E1;4.160943508E0;6.234233379E0;9.289103508E0;1.193593569E1
1.865014876E1;1.996678352E0;5.896665096E0;9.566819191E0;1.141408836E1
1.865250579E1;-1.855426550E0;5.192800045E0;9.255585670E0;1.077374801E1
1.865486204E1;-2.829824686E0;4.807350159E0;8.678607941E0;1.031681923E1
1.865721855E1;-6.224656701E-1;5.015636921E0;8.465533257E0;9.859479223E0
1.865957407E1;8.690578341E-1;5.506427288E0;8.400892258E0;1.008221175E1
1.866193058E1;-9.432749152E-1;5.729078293E0;7.632387161E0;9.589861283E0
1.866428678E1;-3.792252541E0;5.080277443E0;5.906241894E0;8.664530659E0
1.866664334E1;-4.216008186E0;3.928716183E0;4.673280716E0;7.419507296E0
1.866899928E1;-7.206237316E-1;3.287097692E0;5.468121529E0;6.420643492E0
1.867135522E1;2.853765726E0;3.512142897E0;8.115994453E0;9.292388956E0
1.867371157E1;2.353399038E0;4.060391426E0;1.056276417E1;1.155842777E1
1.867606808E1;-1.790785909E0;4.757074356E0;1.139830399E1;1.248030466E1
1.867842485E1;-4.321348190E0;4.634975433E0;9.976209641E0;1.181870578E1
1.868078095E1;-2.283970356E0;3.931110144E0;8.429621696E0;9.577508522E0
1.868313720E1;1.374212742E0;2.896859646E0;8.494262695E0;9.079248604E0
1.868549391E1;1.776421309E0;1.556164265E0;9.535695076E0;9.823787481E0
1.868785042E1;-1.639957666E0;1.041432977E0;1.096257877E1;1.113338121E1
1.869020725E1;-3.952656984E0;1.685445547E0;1.169277859E1;1.245733900E1
1.869256282E1;-1.299995661E0;2.420433760E0;1.102243042E1;1.135968576E1
1.869491985E1;3.313432693E0;3.097963810E0;1.098173141E1;1.188169352E1
1.869727615E1;4.555970192E0;3.258368492E0;1.164968491E1;1.292629058E1
1.869963225E1;1.984707952E0;2.844189405E0;1.188909435E1;1.238462933E1
1.870198813E1;-1.637563586E0;2.635902882E0;1.188430595E1;1.228276543E1
1.870434376E1;-1.311966181E0;2.813066006E0;1.167362595E1;1.207924411E1
1.870669954E1;1.793179989E0;3.378073454E0;1.168799019E1;1.229780425E1
1.870905548E1;2.094836473E0;4.105879307E0;1.189867115E1;1.276028839E1
1.871141105E1;-8.020231128E-1;4.345289230E0;1.088357353E1;1.174635911E1
1.871376694E1;-3.186545372E0;3.830558062E0;9.018569946E0;1.030348729E1
1.871612282E1;-2.113989115E0;3.188939571E0;8.137541771E0;8.992100513E0
1.871847933E1;2.252846956E0;3.406802654E0;9.442325592E0;1.028781494E1
1.872083568E1;4.673280716E0;3.940686703E0;1.130254078E1;1.284974678E1
1.872319225E1;2.559291601E0;4.996484280E0;1.232960892E1;1.354747522E1
1.872554766E1;-1.036644816E0;5.889482975E0;1.128338718E1;1.277010057E1
1.872790417E1;-2.303122997E0;5.944547176E0;8.779160500E0;1.084968551E1
1.873025959E1;-4.117850065E-1;5.427422047E0;6.921339512E0;8.805192650E0
1.873261584E1;1.508282185E0;4.034056664E0;5.966094017E0;7.358179539E0
1.873497209E1;9.097575396E-2;3.133875370E0;6.420972824E0;7.145512118E0
1.873732824E1;-3.524113417E0;3.531295776E0;7.512681961E0;9.018304468E0
1.873968464E1;-4.678069115E0;4.352471828E0;7.495923519E0;9.849731522E0
1.874204110E1;-1.498705864E0;5.611767769E0;7.163143635E0;9.222184312E0
1.874439740E1;2.509015560E0;6.179169178E0;6.923733711E0;9.613291804E0
1.874675376E1;2.669420242E0;5.676408291E0;7.057803154E0;9.442457354E0
1.874910954E1;-4.740315676E-1;5.386722088E0;7.867008686E0;9.546271861E0
1.875146506E1;-2.702937603E0;5.149706364E0;8.163876534E0;1.002368332E1
1.875382042E1;-1.654322267E0;5.183223724E0;7.979531288E0;9.657924721E0
1.875617548E1;6.272538900E-1;5.271805763E0;7.409735680E0;9.115347843E0
1.875853152E1;-1.029462516E-1;5.267017365E0;6.684323788E0;8.510714092E0
1.876088714E1;-3.373285294E0;5.037183762E0;5.674014091E0;8.303415552E0
1.876324240E1;-4.632581234E0;4.163337708E0;4.323742390E0;7.582146003E0
1.876559829E1;-1.896126270E0;3.447502136E0;4.141790867E0;5.712704911E0
1.876795339E1;2.497045040E0;3.296674013E0;6.006793976E0;7.292795578E0
1.877030938E1;3.619877338E0;3.557630777E0;8.618755341E0;1.000215938E1
1.877266542E1;4.524846673E-1;4.627792835E0;1.088596725E1;1.183746138E1
1.877502194E1;-2.463527679E0;5.135342121E0;1.074471569E1;1.216098773E1
1.877737897E1;-1.632775426E0;4.860020638E0;9.478237152E0;1.077602597E1
1.877973553E1;1.704598308E0;3.854499102E0;8.774372101E0;9.734085703E0
1.878209209E1;2.667026043E0;1.944008231E0;8.685790062E0;9.291670728E0
1.878444850E1;-1.197049394E-2;8.810283542E-1;9.600336075E0;9.640684986E0
1.878680423E1;-3.016564369E0;1.443641543E0;1.058909893E1;1.110462866E1
1.878916022E1;-1.924855471E0;2.683784723E0;1.040235901E1;1.091406624E1
1.879151657E1;2.281576157E0;4.031662464E0;1.004324436E1;1.106013785E1
1.879387251E1;4.050815105E0;4.572728634E0;9.897204399E0;1.163071817E1
1.879622803E1;1.912884951E0;4.184884548E0;9.708070755E0;1.074332469E1
1.879858407E1;-2.140324354E0;3.629453659E0;9.722434998E0;1.059620991E1
1.880094068E1;-2.899253607E0;3.179363251E0;9.894810677E0;1.078987027E1
1.880329725E1;-3.806616962E-1;2.868130445E0;1.025153065E1;1.065199306E1
1.880565371E1;9.696100354E-1;3.210486412E0;1.083808517E1;1.134510718E1
1.880800970E1;-9.432749152E-1;3.303856373E0;1.014858437E1;1.071442948E1
1.881036600E1;-3.279915333E0;2.643085003E0;8.154300690E0;9.178036972E0
1.881272204E1;-2.386916399E0;1.814726830E0;6.839940071E0;7.468291876E0
1.881507792E1;1.699810147E0;1.862608910E0;8.115994453E0;8.498707693E0
1.881743397E1;4.184884548E0;2.456345320E0;1.049572945E1;1.156318415E1
1.881979006E1;2.145112514E0;3.753946781E0;1.231285000E1;1.304990035E1
1.882214600E1;-2.269605637E0;5.195194244E0;1.207104588E1;1.333609019E1
1.882450214E1;-3.964627504E0;5.367569447E0;9.427961349E0;1.155056398E1
1.882685881E1;-7.780821323E-1;4.579910755E0;6.962039471E0;8.369646822E0
1.882921496E1;2.441980839E0;2.949529648E0;6.064252377E0;7.172039629E0
1.883157141E1;1.438853383E0;1.580105186E0;7.103291035E0;7.417801223E0
1.883392803E1;-2.250452757E0;1.618410826E0;8.807888985E0;9.233780351E0
1.883628438E1;-2.820248365E0;2.772366285E0;9.329802513E0;1.013336226E1
1.883864042E1;1.108467698E0;4.369230270E0;9.257980347E0;1.029704200E1
1.884099584E1;4.493723392E0;5.384328365E0;9.494996071E0;1.180421502E1
1.884335199E1;3.404408455E0;5.518397808E0;1.011027908E1;1.201084737E1
1.884570844E1;-7.996289730E-1;5.231105804E0;1.066810417E1;1.190849785E1
1.884806397E1;-3.018958569E0;4.656522274E0;1.048136425E1;1.185986117E1
1.885041964E1;-1.072556257E0;4.529634953E0;1.049812317E1;1.148383907E1
1.885277558E1;1.158743858E0;5.006060600E0;1.074950314E1;1.191449318E1
1.885513183E1;4.548787698E-2;5.508821487E0;9.990573883E0;1.140880142E1
1.885748855E1;-2.576050282E0;5.408268929E0;7.440858841E0;9.552580183E0
1.885984475E1;-2.956712008E0;4.488934994E0;4.931843281E0;7.294913394E0
1.886220105E1;1.843456030E-1;4.053209305E0;5.094642162E0;6.512900101E0
1.886455740E1;3.631847858E0;4.316560268E0;7.584505081E0;9.452392752E0
1.886691287E1;3.021352768E0;4.886355400E0;9.992968559E0;1.152668479E1
1.886926876E1;-1.161137938E0;5.788930893E0;1.045981789E1;1.201115117E1
1.887162459E1;-4.022086143E0;5.762595654E0;8.211758614E0;1.080822211E1
1.887398069E1;-2.707725763E0;5.329263687E0;6.351543903E0;8.722094944E0
1.887633720E1;1.036644816E0;4.254313469E0;6.013976097E0;7.439201843E0
1.887869365E1;1.944008231E0;2.793913364E0;7.165537834E0;7.932846421E0
1.888105032E1;-8.403286934E-1;2.267211437E0;8.855771065E0;9.179928168E0
1.888340730E1;-3.074022770E0;2.734060764E0;9.645824432E0;1.048649766E1
1.888576381E1;-1.199443460E0;3.507354736E0;9.167004585E0;9.888082470E0
1.888811985E1;2.887283087E0;4.084332466E0;9.092786789E0;1.037771395E1
1.889047600E1;3.253580332E0;3.986174583E0;9.885233879E0;1.114420126E1
1.889283167E1;-4.069967866E-1;3.356526613E0;1.090272617E1;1.141496191E1
1.889518766E1;-3.751552820E0;2.904041767E0;1.191064167E1;1.282072510E1
1.889754355E1;-2.420433760E0;2.643085003E0;1.246607208E1;1.297101966E1
1.889990001E1;7.421706319E-1;2.580838442E0;1.294010353E1;1.321581718E1
1.890225626E1;5.362781286E-1;2.992623568E0;1.345962334E1;1.379872641E1
1.890461152E1;-2.446768999E0;3.097963810E0;1.244931412E1;1.306022512E1
1.890696756E1;-3.418773174E0;2.396492958E0;1.002888012E1;1.086322351E1
1.890932371E1;-7.206237316E-1;2.125959635E0;9.234039307E0;9.502972422E0
1.891167964E1;3.153028011E0;2.532956600E0;1.084287357E1;1.157261259E1
1.891403610E1;3.236821651E0;3.361314774E0;1.310290241E1;1.390904393E1
1.891639220E1;-4.716374576E-1;4.809744358E0;1.401744843E1;1.482716908E1
1.891874891E1;-3.514537096E0;5.444180489E0;1.150364494E1;1.320321624E1
1.892110558E1;-2.372551918E0;5.063519001E0;7.713786125E0;9.527367090E0
1.892346162E1;9.672158957E-1;3.739582300E0;5.233500004E0;6.504575671E0
1.892581766E1;1.680657387E0;2.257635117E0;5.269411564E0;5.973962153E0
1.892817402E1;-7.756879926E-1;1.970343351E0;7.036256313E0;7.347982559E0
1.893053027E1;-2.872918606E0;2.655055523E0;8.400892258E0;9.267036844E0
1.893288657E1;-1.288025141E0;3.950263023E0;8.616361618E0;9.565838920E0
1.893524324E1;2.599991322E0;5.489668369E0;8.927594185E0;1.079807166E1
1.893759980E1;3.612694979E0;6.373090744E0;9.576395035E0;1.205716353E1
1.893995584E1;1.153955579E0;6.607712746E0;1.021083164E1;1.221697851E1
1.894231246E1;-1.771633148E0;6.253386021E0;1.025153065E1;1.213826188E1
1.894466944E1;-1.805150509E0;5.506427288E0;9.626670837E0;1.123619603E1
1.894702574E1;-1.987102032E-1;4.946208000E0;9.008994102E0;1.027941798E1
1.894938204E1;-3.447502255E-1;5.144918442E0;8.400892258E0;9.857181606E0
1.895173798E1;-1.704598308E0;5.575856209E0;6.713053226E0;8.891620295E0
1.895409470E1;-2.499439240E0;5.329263687E0;4.297407150E0;7.288069441E0
1.895645001E1;-9.624277353E-1;5.176041603E0;3.112328529E0;6.115902443E0
1.895880537E1;2.410857439E0;5.264623165E0;3.586359978E0;6.811054878E0
1.896116152E1;3.038111448E0;5.403481007E0;5.338840485E0;8.181133533E0
1.896351772E1;1.915279031E-2;6.121710777E0;7.167931557E0;9.426290494E0
1.896587423E1;-3.100358009E0;6.478431225E0;6.916551590E0;9.971006811E0
1.896823016E1;-3.236821651E0;6.665171146E0;5.527974129E0;9.244458815E0
1.897058662E1;-3.279915452E-1;5.918212414E0;4.163337708E0;7.243355403E0
1.897294350E1;9.145457149E-1;4.137002945E0;3.708459139E0;5.630617765E0
1.897529990E1;-1.331118941E0;3.026140928E0;5.077883720E0;6.059233419E0
1.897765615E1;-3.301462173E0;2.837007046E0;6.772905350E0;8.051118453E0
1.898001209E1;-1.632775426E0;3.114722490E0;7.431282520E0;8.221399618E0
1.898236855E1;2.712513924E0;3.801828861E0;8.092054367E0;9.343071142E0
1.898472506E1;3.935898304E0;3.904775143E0;8.446380615E0;1.010346029E1
1.898708110E1;1.604046226E0;3.406802654E0;8.513415337E0;9.309001521E0
1.898943694E1;-1.613622546E0;2.652661562E0;8.566085815E0;9.111433327E0
1.899179308E1;-1.651928186E0;1.970343351E0;9.061663628E0;9.419387844E0
1.899414933E1;4.069967940E-2;1.479553103E0;1.029941273E1;1.040522159E1
