"Time (s)";"Peak-Frequency"
1,116999394E2;2,482989591E1
1,118396773E2;2,482985523E1
1,119807602E2;2,482987664E1
1,121239199E2;2,482980892E1
1,122631464E2;2,482978444E1
1,124016724E2;2,317443499E1
1,125440514E2;2,317439415E1
1,126730484E2;4,800410631E1
1,128107247E2;4,800400748E1
1,129294905E2;4,800389674E1
1,130663188E2;4,800381292E1
1,132057909E2;8,276511215E0
1,133440321E2;8,276513000E0
1,134839090E2;1,655304500E0
1,136306042E2;1,655304286E0
1,137457565E2;1,655303983E0
1,138835488E2;4,634837762E1
1,140237411E2;4,634832317E1
1,141626632E2;4,634824973E1
1,143050014E2;4,634814381E1
1,144384086E2;4,634802665E1
1,145662827E2;4,634794872E1
1,146887866E2;4,800309470E1
1,148126624E2;4,800307349E1
1,149266183E2;4,800312394E1
1,150559149E2;1,158697725E1
1,151949220E2;2,317395025E1
1,153304314E2;2,317394551E1
1,154586406E2;2,317394501E1
1,155861632E2;1,655284231E0
1,157187425E2;1,655282322E0
1,158587957E2;1,655280546E0
1,159834266E2;1,655278325E0
1,161164689E2;4,634781258E1
1,162512517E2;2,317384097E1
1,163851466E2;2,317382161E1
1,165040666E2;2,317382373E1
1,166245702E2;2,317381836E1
1,167602063E2;2,317385683E1
1,169025321E2;2,317385396E1
1,170468453E2;2,317383310E1
1,171535787E2;2,317386795E1
1,172878920E2;4,800311023E1
1,174263269E2;4,800311877E1
1,175715640E2;3,310560539E0
1,177070946E2;1,655282580E0
1,178359145E2;3,310562787E0
1,179685955E2;4,634791325E1
1,181061460E2;4,634800318E1
1,182519189E2;4,634802066E1
1,183667715E2;4,800336067E1
1,185081288E2;4,800339016E1
1,186358874E2;4,800344734E1
1,187641882E2;4,800350840E1
1,189018645E2;1,655294116E0
1,190289751E2;1,655289628E0
1,191625088E2;1,655286729E0
1,192924677E2;1,655285319E0
1,194277935E2;3,310574974E0
1,195440151E2;3,310576223E0
1,196823590E2;1,655292135E0
1,198165144E2;1,655294856E0
1,199471593E2;1,655294187E0
1,200772546E2;1,655292483E0
1,202130788E2;8,276455501E0
1,203440964E2;8,276457820E0
1,204794762E2;8,276466831E0
1,206147826E2;8,276470489E0
1,207461820E2;8,276477492E0
1,208760397E2;9,931777861E0
1,210054575E2;2,317418394E1
1,211435020E2;2,317423103E1
1,212718838E2;2,317427574E1
1,214041838E2;2,317430834E1
1,215324305E2;2,317435131E1
1,216703793E2;2,317444174E1
1,217811268E2;2,317449370E1
1,219150325E2;2,317454641E1
1,220438722E2;2,317460312E1
1,221756958E2;2,317463322E1
1,223102455E2;2,317462023E1
1,224482814E2;2,482993981E1
1,225658361E2;2,482995078E1
1,226861435E2;2,482994837E1
1,228014734E2;2,482992027E1
