"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
2.126503534E3;3.172180891E0;3.552842617E0;8.673819542E0
2.126505896E3;3.090781450E0;3.571995497E0;8.669032097E0
2.126508257E3;3.083599329E0;3.540872097E0;8.613967896E0
2.126510618E3;3.057264090E0;3.564813137E0;8.606784821E0
2.126512978E3;3.045293570E0;3.564813137E0;8.546932220E0
2.126515338E3;3.054870129E0;3.560024977E0;8.534962654E0
2.126517699E3;3.038111448E0;3.543266296E0;8.515809059E0
2.126520060E3;3.064446449E0;3.576783657E0;8.522992134E0
2.126522421E3;3.083599329E0;3.548054457E0;8.503838539E0
2.126524781E3;3.102751970E0;3.579177618E0;8.511021614E0
2.126527141E3;3.083599329E0;3.576783657E0;8.551720619E0
2.126529501E3;3.047687769E0;3.574389458E0;8.585238457E0
2.126531861E3;3.038111448E0;3.567207098E0;8.633120537E0
2.126534221E3;2.997411728E0;3.569601297E0;8.654666901E0
2.126536581E3;2.937559128E0;3.571995497E0;8.659455299E0
2.126538942E3;2.916012287E0;3.557630777E0;8.678607941E0
2.126541303E3;2.841795206E0;3.569601297E0;8.666637421E0
2.126543664E3;2.851371765E0;3.564813137E0;8.623543739E0
2.126546025E3;2.851371765E0;3.607906818E0;8.606784821E0
2.126548385E3;2.860948086E0;3.564813137E0;8.575661659E0
2.126550746E3;2.851371765E0;3.595936298E0;8.587632179E0
2.126553106E3;2.815460205E0;3.576783657E0;8.604391098E0
2.126555466E3;2.815460205E0;3.583965778E0;8.649878502E0
2.126557827E3;2.839401245E0;3.543266296E0;8.700155258E0
2.126560187E3;2.856159925E0;3.562418938E0;8.752824783E0
2.126562548E3;2.832218885E0;3.545660257E0;8.800706863E0
2.126564909E3;2.801095486E0;3.562418938E0;8.848588943E0
2.126567270E3;2.741243124E0;3.543266296E0;8.853377342E0
2.126569631E3;2.736454964E0;3.543266296E0;8.841406822E0
2.126571992E3;2.717302084E0;3.516931057E0;8.841406822E0
2.126574352E3;2.690967083E0;3.533689737E0;8.762401581E0
2.126576713E3;2.700543404E0;3.540872097E0;8.676214218E0
2.126579074E3;2.700543404E0;3.552842617E0;8.570873260E0
2.126581434E3;2.678996563E0;3.557630777E0;8.482292175E0
2.126583796E3;2.643085003E0;3.576783657E0;8.388921738E0
2.126586157E3;2.626326323E0;3.581571817E0;8.362586975E0
2.126588519E3;2.611961842E0;3.576783657E0;8.357798576E0
2.126590880E3;2.568867922E0;3.605512857E0;8.424833298E0
