"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
2.126845812E3;3.035717249E0;3.629453659E0;8.391316414E0
2.126848173E3;3.021352768E0;3.686912060E0;8.194999695E0
2.126850534E3;2.975864887E0;3.713247299E0;8.111207008E0
2.126852895E3;2.913618326E0;3.665365219E0;8.092054367E0
2.126855255E3;2.851371765E0;3.612694979E0;8.214153290E0
2.126857617E3;2.772366285E0;3.605512857E0;8.422439575E0
2.126859978E3;2.856159925E0;3.567207098E0;8.594814301E0
2.126862338E3;2.920800447E0;3.569601297E0;8.793524742E0
2.126864699E3;2.995017529E0;3.497778416E0;8.882106781E0
2.126867060E3;3.059658289E0;3.543266296E0;8.961112022E0
2.126869420E3;3.035717249E0;3.540872097E0;8.937170982E0
2.126871781E3;3.047687769E0;3.571995497E0;8.836618423E0
2.126874142E3;3.023746729E0;3.615089178E0;8.740854263E0
2.126876502E3;2.937559128E0;3.653394699E0;8.594814301E0
2.126878863E3;2.971076488E0;3.540872097E0;8.439198494E0
2.126881224E3;2.839401245E0;3.526507616E0;8.436803818E0
2.126883584E3;2.724484444E0;3.636636019E0;8.601997375E0
2.126885945E3;2.741243124E0;3.531295776E0;8.661849022E0
2.126888305E3;2.827430725E0;3.483413696E0;8.762401581E0
2.126890666E3;2.810672045E0;3.564813137E0;8.941959381E0
2.126893027E3;2.887283087E0;3.461866856E0;8.913229942E0
2.126895388E3;2.870524406E0;3.500172377E0;8.953929901E0
2.126897748E3;2.741243124E0;3.610301018E0;8.956323624E0
2.126900108E3;2.892071247E0;3.564813137E0;8.815072060E0
2.126902468E3;2.932770967E0;3.531295776E0;8.666637421E0
2.126904829E3;2.923194647E0;3.629453659E0;8.654666901E0
2.126907190E3;2.887283087E0;3.531295776E0;8.563691139E0
2.126909552E3;2.803489685E0;3.552842617E0;8.630725861E0
2.126911913E3;2.714908123E0;3.562418938E0;8.748037338E0
2.126914274E3;2.793913364E0;3.461866856E0;8.769583702E0
2.126916634E3;2.810672045E0;3.469049215E0;8.839013100E0
2.126918995E3;2.734060764E0;3.519325256E0;8.951535225E0
2.126921356E3;2.743637323E0;3.454684496E0;8.906047821E0
2.126923718E3;2.729272604E0;3.476231337E0;8.901259422E0
2.126926078E3;2.738848925E0;3.516931057E0;8.901259422E0
2.126928439E3;2.868130445E0;3.500172377E0;8.834224701E0
2.126930799E3;2.880100727E0;3.521719217E0;8.791131020E0
2.126933160E3;2.798701525E0;3.543266296E0;8.757613182E0
2.126935521E3;2.820248365E0;3.500172377E0;8.681002617E0
2.126937881E3;2.760396004E0;3.516931057E0;8.695366859E0
2.126940242E3;2.746031284E0;3.550448418E0;8.695366859E0
2.126942603E3;2.786731005E0;3.567207098E0;8.618755341E0
2.126944963E3;2.815460205E0;3.615089178E0;8.609179497E0
2.126947323E3;2.848977566E0;3.686912060E0;8.549326897E0
2.126949684E3;2.949529648E0;3.715641260E0;8.472715378E0
2.126952045E3;3.014170408E0;3.617483377E0;8.343434334E0
2.126954405E3;2.930377007E0;3.751552820E0;8.446380615E0
2.126956766E3;2.901647806E0;3.600724697E0;8.369769096E0
2.126959126E3;2.925588608E0;3.471443176E0;8.393710136E0
2.126961487E3;2.678996563E0;3.385255575E0;8.451169014E0
2.126963848E3;2.398886919E0;3.382861614E0;8.681002617E0
2.126966209E3;2.269605637E0;3.464261055E0;8.867741585E0
2.126968570E3;2.329458237E0;3.382861614E0;8.973082542E0
2.126970930E3;2.540138721E0;3.349344254E0;8.937170982E0
2.126973290E3;2.573656082E0;3.265550852E0;8.853377342E0
2.126975652E3;2.564079762E0;3.519325256E0;8.951535225E0
2.126978012E3;2.681390762E0;3.639030218E0;8.922805786E0
2.126980373E3;3.081205130E0;3.823375702E0;8.807888985E0
2.126982733E3;3.454684496E0;3.818587542E0;8.405680656E0
2.126985093E3;3.583965778E0;3.823375702E0;8.017836571E0
2.126987453E3;3.258368492E0;3.674941540E0;7.711392403E0
2.126989814E3;2.789125204E0;3.658182859E0;7.661116123E0
2.126992174E3;2.585626602E0;3.651000738E0;7.768850803E0
2.126994535E3;2.461133480E0;3.531295776E0;7.943619728E0
2.126996895E3;2.267211437E0;3.406802654E0;8.326675415E0
2.126999255E3;2.030195713E0;3.236821651E0;8.762401581E0
2.127001615E3;1.865002990E0;3.294280052E0;9.339379311E0
2.127003975E3;2.023013592E0;3.291885853E0;9.638641357E0
2.127006335E3;2.525774240E0;3.445108175E0;9.734405518E0
2.127008695E3;3.109934330E0;3.516931057E0;9.571606636E0
2.127011057E3;3.591148138E0;3.682123899E0;9.265162468E0
2.127013417E3;3.689306259E0;3.732399940E0;8.788736343E0
2.127015778E3;3.497778416E0;3.780282021E0;8.360193253E0
2.127018139E3;3.200910091E0;3.763523340E0;8.001078606E0
2.127020500E3;2.937559128E0;3.703670740E0;7.809550285E0
2.127022861E3;2.633508682E0;3.610301018E0;7.768850803E0
2.127025221E3;2.305517197E0;3.490596056E0;7.917284489E0
2.127027581E3;2.020619392E0;3.413984776E0;8.257246971E0
2.127029941E3;1.941614151E0;3.380467415E0;8.726490021E0
2.127032301E3;2.216935396E0;3.423561335E0;9.202916145E0
2.127034661E3;2.702937603E0;3.442713976E0;9.447113991E0
2.127037021E3;3.109934330E0;3.495384216E0;9.483025551E0
2.127039382E3;3.291885853E0;3.509748936E0;9.281921387E0
2.127041742E3;3.246397972E0;3.564813137E0;9.030540466E0
2.127044103E3;3.169786692E0;3.639030218E0;8.709731102E0
2.127046463E3;3.083599329E0;3.753946781E0;8.393710136E0
