"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
4.815805346E2;1.685445547E0;4.235160828E0;8.534962654E0
4.815828957E2;1.577711105E0;4.261496067E0;8.539750099E0
4.815852560E2;1.496311784E0;4.302195549E0;8.580450058E0
4.815876166E2;1.450823903E0;4.275860310E0;8.534962654E0
4.815899780E2;1.472370744E0;4.290225029E0;8.503838539E0
4.815923384E2;1.481947184E0;4.271072388E0;8.448774338E0
4.815946986E2;1.496311784E0;4.273466110E0;8.484685898E0
4.815970595E2;1.553770065E0;4.299801350E0;8.561297417E0
4.815994209E2;1.568134665E0;4.311771870E0;8.580450058E0
4.816017816E2;1.616016626E0;4.268678188E0;8.578056335E0
4.816041421E2;1.695021987E0;4.254313469E0;8.611573219E0
4.816065033E2;1.740509868E0;4.247131348E0;8.681002617E0
4.816088647E2;1.797968149E0;4.208825588E0;8.748037338E0
4.816112263E2;1.874579310E0;4.165731907E0;8.783948898E0
4.816135869E2;1.922461271E0;4.177702427E0;8.757613182E0
4.816159476E2;1.908096790E0;4.182490349E0;8.757613182E0
