"Time (s)";"Peak-Frequency"
4,738289035E1;2,316475613E1
4,752431967E1;2,316480593E1
4,766471332E1;2,316482328E1
4,780550748E1;2,316481816E1
4,794569477E1;2,316482590E1
4,808598295E1;2,316484050E1
4,822526066E1;2,481946126E1
4,836511436E1;2,481946260E1
4,852209623E1;1,373344907E2
4,865301759E1;2,481945124E1
4,878905045E1;2,151018076E1
4,892614587E1;2,151016488E1
4,906623774E1;8,769499846E1
4,920666425E1;2,316470284E1
4,935370649E1;8,604028081E1
4,946867753E1;2,151003393E1
4,960832503E1;8,438541908E1
4,974598884E1;8,438539272E1
4,988726358E1;8,273059844E1
5,002562264E1;8,273047632E1
5,016643529E1;8,273056278E1
5,030883175E1;8,107574842E1
5,044744477E1;8,107564054E1
5,059428493E1;8,107555012E1
5,071053597E1;7,942087988E1
5,084818269E1;7,942057225E1
5,098746123E1;7,776597699E1
5,112654644E1;7,776580229E1
5,126496857E1;7,776574531E1
5,140584686E1;7,611117876E1
5,154852383E1;7,611132227E1
5,168784904E1;1,323675006E1
5,182818774E1;1,323677053E1
5,195313279E1;1,323674564E1
5,210667295E1;1,323674257E1
5,224653623E1;2,150976787E1
5,238705222E1;2,150980379E1
5,252471779E1;2,316443341E1
5,267519977E1;2,316443590E1
5,279252878E1;1,158221128E1
5,292811738E1;1,158221533E1
5,306739524E1;2,316449219E1
5,320788644E1;2,316454123E1
5,334758722E1;2,316452376E1
5,348760764E1;8,273043085E1
5,362758576E1;8,273049771E1
5,376626738E1;1,323688384E1
5,390531514E1;1,158227623E1
5,404643842E1;1,158226007E1
5,418640086E1;9,927654056E0
5,432713185E1;1,472601677E2
5,446725899E1;2,647375442E1
5,460800524E1;2,316456108E1
5,474864993E1;2,316454547E1
5,490013488E1;2,316456469E1
5,503255529E1;2,316457193E1
5,516923685E1;2,481911321E1
5,530753378E1;2,481906815E1
5,544764498E1;2,481903606E1
5,558720914E1;2,316445263E1
5,572269321E1;2,316451091E1
5,586480378E1;2,316458903E1
5,600480003E1;8,273082486E1
5,614498696E1;8,273087523E1
5,628624347E1;8,107662943E1
5,642756399E1;7,942242024E1
5,656702852E1;7,942270479E1
5,670657092E1;7,776824695E1
5,684554847E1;7,611386666E1
5,700453696E1;7,445947773E1
