"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
8.428784961E1;6.727417707E-1;5.089854240E0;3.074022770E0
8.429021018E1;2.250452757E0;4.836079597E0;4.716374397E0
8.429256966E1;-3.351738453E-1;6.567012787E0;9.178975105E0
8.429492976E1;2.063713074E0;2.995017529E0;8.609179497E0
8.429729086E1;1.790785909E0;3.864075422E0;1.184600067E1
8.429965127E1;-9.169398546E-1;4.002933025E0;1.399111366E1
8.430201180E1;1.338301182E0;2.509015560E0;1.402702522E1
8.430437247E1;4.620610774E-1;1.800362349E0;1.361763382E1
8.430673357E1;-1.886549830E0;4.654128075E0;1.565501213E1
8.430909482E1;-1.723751128E-1;1.747692108E0;1.203513432E1
8.431145487E1;-4.788197577E-2;3.469049215E0;1.086441994E1
8.431381456E1;-1.414912343E0;5.381934166E0;1.017970848E1
8.431617518E1;1.022280216E0;4.041238785E0;7.196660995E0
8.431853534E1;8.092054129E-1;5.025213242E0;6.212686539E0
8.432089643E1;-1.302389741E0;6.011581898E0;5.760201454E0
8.432325732E1;-1.987102032E-1;5.973276615E0;4.685251236E0
8.432561888E1;2.202570885E-1;4.678069115E0;3.222456932E0
8.432797950E1;1.101285443E-1;6.212686539E0;4.467388153E0
8.433034054E1;1.067768097E0;6.176774979E0;5.439392567E0
