"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
5.181859746E0;1.699810177E-1;5.875118256E0;5.520792007E0;8.063811286E0
5.184215788E0;1.963160932E-1;6.550254345E0;5.456151009E0;8.527247846E0
5.186571830E0;1.364636272E-1;6.550254345E0;4.950996399E0;8.211992429E0
5.188927819E0;-5.745837092E-2;6.018764496E0;4.046027184E0;7.252528076E0
5.191283809E0;-5.865542293E-1;6.291691780E0;4.491329193E0;7.752513737E0
5.193639538E0;-1.134802818E0;6.198321819E0;5.111401081E0;8.113777901E0
5.195995944E0;-1.323936582E0;5.839207172E0;5.736260891E0;8.291793382E0
5.198352142E0;-1.048615217E0;5.482486248E0;6.777693748E0;8.780340647E0
5.200707871E0;-3.926321864E-1;5.460939407E0;8.247670174E0;9.899499105E0
5.203063757E0;3.543266058E-1;4.424294472E0;8.044172287E0;9.187417303E0
5.205419903E0;8.379345536E-1;3.830558062E0;8.783948898E0;9.619410981E0
5.207775111E0;1.130014658E0;4.283042908E0;1.127620506E1;1.211503984E1
5.210130684E0;1.168320179E0;4.007721424E0;1.239664364E1;1.308065658E1
5.212486517E0;1.024674296E0;3.413984776E0;1.244931412E1;1.294954329E1
5.214841986E0;7.852643728E-1;3.255974293E0;1.239903736E1;1.284344721E1
5.217197923E0;4.716374576E-1;3.303856373E0;1.203274059E1;1.248698342E1
5.219554121E0;-2.872918546E-2;3.576783657E0;1.201358795E1;1.253477172E1
5.221910267E0;-4.237554967E-1;3.641424179E0;1.123789978E1;1.182074153E1
5.224265944E0;-5.099430680E-1;4.223190308E0;1.055318737E1;1.137827500E1
5.226621725E0;-4.213613868E-1;4.599063873E0;9.193339348E0;1.028816904E1
5.228977246E0;-2.154688835E-1;4.699615955E0;7.510287762E0;8.862123856E0
5.231333809E0;-6.464067101E-2;5.245470524E0;6.660382748E0;8.478197791E0
5.233690267E0;9.576395154E-2;5.415451527E0;5.465727329E0;7.694833410E0
5.236045788E0;1.364636272E-1;5.951729774E0;5.070701122E0;7.820084367E0
5.238402142E0;1.915279031E-2;6.528707504E0;5.104218483E0;8.287184976E0
5.240757871E0;9.576395154E-2;6.183957100E0;4.084332466E0;7.411630579E0
5.243113340E0;1.580105126E-1;5.700349331E0;3.619877338E0;6.754440152E0
5.245468600E0;-8.618755639E-2;6.162410259E0;5.796113014E0;8.460357828E0
5.247824278E0;-3.136269450E-1;5.448968887E0;6.612500668E0;8.574076561E0
5.250179955E0;-3.758735061E-1;5.190406322E0;7.618022442E0;9.225825958E0
5.252535684E0;-1.987102032E-1;5.180830002E0;9.246009827E0;1.060043315E1
5.254891569E0;1.484341323E-1;4.347683430E0;1.013182640E1;1.102625458E1
5.257247611E0;5.075489283E-1;3.813799381E0;1.142224503E1;1.205281515E1
5.259603757E0;9.049693346E-1;3.732399940E0;1.277251720E1;1.333742758E1
5.261959173E0;1.060585737E0;3.409196615E0;1.256901836E1;1.306628051E1
5.264314278E0;7.900525928E-1;3.220062971E0;1.194655323E1;1.239810964E1
5.266669850E0;3.279915452E-1;3.583965778E0;1.208062267E1;1.260530973E1
5.269025632E0;-1.316754371E-1;3.792252541E0;1.144139767E1;1.205421496E1
5.271381309E0;-5.626131892E-1;3.818587542E0;1.009830856E1;1.081082699E1
5.273737350E0;-8.570873737E-1;4.565546513E0;9.411202431E0;1.049521533E1
5.276093028E0;-8.594814539E-1;4.725951195E0;7.641963482E0;9.026235590E0
5.278447923E0;-6.344361901E-1;5.120977402E0;6.574195385E0;8.357449598E0
5.280803861E0;-2.777154446E-1;5.556703091E0;6.210292339E0;8.337973737E0
5.283159903E0;7.421706617E-2;5.714713573E0;5.824842453E0;8.160407404E0
5.285516153E0;2.825036645E-1;6.301268101E0;6.282114983E0;8.902289405E0
5.287871569E0;4.165731966E-1;5.990035057E0;5.733866692E0;8.302486402E0
5.290226569E0;3.136269450E-1;5.583038330E0;5.413057327E0;7.782664613E0
5.292581830E0;-4.309377819E-2;5.590220451E0;6.339573383E0;8.452373185E0
5.294937246E0;-3.399620354E-1;5.451363087E0;7.170325756E0;9.013684326E0
5.297292298E0;-3.974204063E-1;5.001272202E0;7.503105640E0;9.025921607E0
5.299647923E0;-1.915279031E-1;5.539944649E0;9.078422546E0;1.063698386E1
5.302003236E0;2.465921789E-1;4.692433834E0;8.786342621E0;9.963912868E0
5.304358965E0;5.721896291E-1;3.708459139E0;8.568479538E0;9.354085297E0
5.306715528E0;6.631653905E-1;4.081938267E0;1.024195480E1;1.104534502E1
5.309071673E0;5.721896291E-1;4.397959709E0;1.160898495E1;1.242730792E1
5.311427298E0;3.806616962E-1;4.105879307E0;1.174544907E1;1.244824172E1
5.313783340E0;2.465921789E-1;3.674941540E0;1.136239243E1;1.194445330E1
5.316139017E0;9.336985648E-2;3.416378975E0;1.077105045E1;1.130026066E1
5.318495059E0;-3.591148257E-1;3.670153379E0;1.068007469E1;1.129880457E1
5.320850944E0;-7.397765517E-1;3.847316742E0;9.961845398E0;1.070455413E1
5.323207038E0;-8.690578341E-1;5.362781525E0;1.081893253E1;1.210636148E1
5.325562715E0;-4.883961678E-1;5.906241894E0;1.021801376E1;1.181228299E1
5.327917923E0;2.705331743E-1;4.431477070E0;6.464066505E0;7.841896008E0
5.330273392E0;7.996289730E-1;4.385989189E0;4.812138557E0;6.559953137E0
5.332629121E0;8.546932936E-1;5.745837212E0;5.604585171E0;8.071958921E0
5.334984486E0;7.589293122E-1;6.679535389E0;6.296479702E0;9.210744994E0
5.337340475E0;7.852643728E-1;7.385794640E0;6.696294308E0;1.000034800E1
5.339697246E0;9.696100354E-1;6.107346058E0;4.591881275E0;7.702284930E0
5.342053392E0;8.666637540E-1;4.254313469E0;2.185812235E0;4.860870733E0
5.344409486E0;-9.336985648E-2;5.310111046E0;5.250258446E0;7.468012520E0
5.346765319E0;-1.216202140E0;5.891877174E0;8.300340652E0;1.025129354E1
5.349121465E0;-1.769238949E0;5.403481007E0;9.348956108E0;1.094215672E1
5.351477455E0;-1.553770065E0;4.800168037E0;9.947480202E0;1.115384135E1
5.353832559E0;-8.786342740E-1;3.689306259E0;1.016294956E1;1.084751228E1
5.356188340E0;-2.274393886E-1;3.085993290E0;1.105834198E1;1.148311851E1
5.358543653E0;3.567207158E-1;4.105879307E0;1.382592010E1;1.442711202E1
5.360899486E0;9.887627959E-1;3.737188101E0;1.336146545E1;1.390945671E1
5.363255007E0;1.230566740E0;3.083599329E0;1.173347855E1;1.219415426E1
5.365610684E0;1.036644816E0;3.217668772E0;1.113255978E1;1.163451383E1
5.367967038E0;6.344361901E-1;3.739582300E0;1.045981789E1;1.112631005E1
5.370323132E0;1.843456030E-1;4.493723392E0;1.009591484E1;1.105237665E1
5.372679069E0;-1.029462516E-1;5.073095322E0;9.226857185E0;1.053004215E1
5.375035007E0;-1.077344418E-1;4.515270233E0;6.547860146E0;7.954479523E0
5.377390788E0;-1.364636272E-1;4.668492794E0;5.245470524E0;7.023418563E0
5.379747611E0;-3.423561156E-1;5.156888962E0;5.221529484E0;7.346773552E0
5.382103965E0;-7.421706319E-1;6.049887657E0;6.516736984E0;8.922993827E0
5.384460632E0;-1.005521536E0;6.217474461E0;6.827969551E0;9.289199665E0
5.386817142E0;-1.177896619E0;5.288564205E0;5.796113014E0;7.934184134E0
5.389173653E0;-1.479553103E0;5.073095322E0;5.946941376E0;7.955594588E0
5.391530371E0;-1.764450788E0;5.300534725E0;7.184690475E0;9.101029183E0
5.393886934E0;-1.663898706E0;5.168859482E0;7.814338684E0;9.515753061E0
5.396243236E0;-1.091709018E0;4.953390598E0;8.163876534E0;9.611284360E0
5.398599278E0;-1.508282274E-1;5.025213242E0;8.764795303E0;1.010431363E1
5.400955944E0;7.708998322E-1;4.098697186E0;8.008260727E0;9.029166354E0
5.403312142E0;1.335907102E0;3.885622263E0;8.611573219E0;9.541587995E0
5.405668705E0;1.639957666E0;4.752285957E0;1.101524830E1;1.210823596E1
5.408025163E0;1.618410826E0;4.359653950E0;1.127620506E1;1.219748485E1
5.410381830E0;1.240143180E0;3.600724697E0;1.078541470E1;1.143802184E1
5.412738288E0;6.152833700E-1;3.411590815E0;1.053882313E1;1.109433722E1
5.415094850E0;-2.394098788E-1;3.670153379E0;1.091469669E1;1.151772316E1
5.417450840E0;-1.122832298E0;4.069967747E0;1.121395874E1;1.198241463E1
5.419807507E0;-1.639957666E0;3.914351463E0;1.065373993E1;1.146794589E1
5.422164069E0;-1.750086188E0;3.986174583E0;9.626670837E0;1.056528187E1
5.424520632E0;-1.527435064E0;4.204037666E0;8.633120537E0;9.723053059E0
5.426876569E0;-1.268872380E0;4.371624470E0;7.567746162E0;8.831303392E0
5.429232611E0;-1.043827057E0;4.996484280E0;7.347489357E0;8.946509371E0
5.431588392E0;-7.804762125E-1;5.269411564E0;6.567012787E0;8.455855858E0
5.433944434E0;-5.410663486E-1;5.611767769E0;6.028340816E0;8.253822344E0
5.436301413E0;-4.165731966E-1;5.882300854E0;5.250258446E0;7.895581695E0
5.438658028E0;-2.872918546E-1;5.240682125E0;3.983780384E0;6.589217851E0
5.441014642E0;-2.992623448E-1;5.518397808E0;4.773832798E0;7.302859159E0
5.443370996E0;-5.410663486E-1;6.097769737E0;6.863881111E0;9.197195903E0
5.445726882E0;-6.009187698E-1;5.458545208E0;7.294818878E0;9.130783188E0
5.448082663E0;-3.639030159E-1;4.737921715E0;7.263695717E0;8.679954092E0
5.450439330E0;-6.464067101E-2;4.682857037E0;8.896471024E0;1.005388110E1
5.452796048E0;1.412518322E-1;3.840134382E0;9.997756958E0;1.071082295E1
5.455152507E0;2.513803840E-1;3.919139624E0;1.186994171E1;1.250273425E1
5.457508705E0;3.232033253E-1;4.079544544E0;1.291137505E1;1.354439920E1
5.459864955E0;3.303856254E-1;3.406802654E0;1.215962791E1;1.263218152E1
5.462221361E0;8.379346132E-2;3.174575090E0;1.158983231E1;1.201703629E1
5.464576986E0;-3.303856254E-1;3.368496895E0;1.165447330E1;1.213600733E1
5.466932715E0;-5.865542293E-1;3.710853100E0;1.102961349E1;1.165190330E1
5.469289382E0;-7.445647120E-1;4.481752872E0;1.062261677E1;1.155337494E1
5.471645580E0;-5.650073290E-1;4.644551754E0;9.114334106E0;1.024510520E1
5.474001257E0;-1.723751128E-1;4.668492794E0;7.400159359E0;8.751393985E0
5.476357871E0;2.753213644E-1;5.188012123E0;6.993162632E0;8.711807806E0
5.478714694E0;5.769777894E-1;5.822448254E0;6.935704231E0;9.074017865E0
5.481071465E0;6.559830904E-1;6.265356541E0;6.880640030E0;9.328891339E0
5.483428757E0;5.769777894E-1;6.392243862E0;6.344361782E0;9.024666830E0
5.485785788E0;4.022085965E-1;5.767384052E0;5.164071083E0;7.751910778E0
5.488142246E0;3.112328425E-2;6.260568142E0;6.088193417E0;8.732799162E0
5.490498653E0;-3.351738453E-1;6.327602863E0;6.789664268E0;9.287111520E0
5.492855371E0;-3.064446449E-1;5.511215210E0;6.157621861E0;8.269444261E0
5.495212559E0;1.915279031E-2;5.611767769E0;6.653200626E0;8.703871719E0
5.497570007E0;3.639030159E-1;5.336446285E0;7.098503113E0;8.888128645E0
5.499926153E0;4.189672768E-1;4.723556995E0;7.946013927E0;9.253467545E0
5.502282142E0;4.213613868E-1;4.572728634E0;9.372897148E0;1.043736526E1
5.504638705E0;5.314899087E-1;4.503299713E0;1.046221161E1;1.140263398E1
5.506995059E0;3.974204063E-1;4.211219788E0;1.113016510E1;1.190684216E1
5.509351257E0;1.053403467E-1;3.557630777E0;1.123071766E1;1.178120760E1
5.511706986E0;-6.703476608E-2;3.275127172E0;1.135042191E1;1.181367974E1
5.514063444E0;-3.136269450E-1;3.825769901E0;1.217399216E1;1.276483303E1
5.516419382E0;-5.386722088E-1;3.794646502E0;1.168559647E1;1.229807605E1
5.518775736E0;-4.500905871E-1;3.902380943E0;1.072077465E1;1.141780047E1
5.521131100E0;-7.661116123E-2;4.395565510E0;1.021561909E1;1.112140903E1
5.523486621E0;3.471443355E-1;4.421900272E0;8.910835266E0;9.953727761E0
5.525842611E0;5.769777894E-1;4.771439075E0;7.914890766E0;9.259861233E0
5.528199069E0;5.913423896E-1;4.941420078E0;6.516736984E0;8.199706039E0
5.530555996E0;4.453023672E-1;5.468121529E0;5.652467251E0;7.877120875E0
5.532912663E0;7.900525630E-2;6.547860146E0;6.200716019E0;9.018292159E0
5.535269225E0;-1.963160932E-1;6.365908623E0;5.357993126E0;8.322945569E0
5.537625684E0;-2.944741547E-1;5.477697849E0;3.835346222E0;6.693412388E0
5.539982767E0;-5.650073290E-1;5.891877174E0;5.051548481E0;7.781490344E0
5.542339590E0;-1.051009417E0;5.501638889E0;5.748231411E0;8.025884102E0
5.544696465E0;-1.302389741E0;5.346022606E0;6.985980034E0;8.892698903E0
5.547052507E0;-1.041432977E0;5.353204727E0;8.623543739E0;1.020327840E1
5.549408809E0;-4.069967866E-1;4.594275475E0;9.533301353E0;1.059041303E1
5.551765684E0;2.058925033E-1;3.978992224E0;1.057473469E1;1.130043294E1
5.554122663E0;6.871063709E-1;3.952656984E0;1.198725224E1;1.264080015E1
5.556478913E0;1.022280216E0;3.437925816E0;1.172150803E1;1.225798275E1
5.558835684E0;8.307522535E-1;3.155422211E0;1.141266918E1;1.186995604E1
5.561191934E0;2.801095545E-1;3.399620295E0;1.178854275E1;1.227214813E1
5.563548132E0;-1.795574129E-1;3.679729939E0;1.151322079E1;1.208829625E1
5.565904746E0;-4.836079478E-1;3.852104902E0;1.079499149E1;1.147189741E1
5.568261465E0;-6.009187698E-1;4.134608746E0;9.856504440E0;1.070545527E1
5.570617923E0;-5.458545089E-1;3.847316742E0;8.065718651E0;8.952967140E0
5.572974382E0;-4.955784380E-1;4.318953991E0;7.373824120E0;8.559920777E0
5.575331205E0;-5.530368090E-1;4.960572720E0;7.395370960E0;8.922143412E0
5.577687715E0;-7.134414315E-1;5.580644131E0;7.732939243E0;9.562998323E0
5.580044069E0;-8.570873737E-1;5.630920410E0;7.409735680E0;9.345910671E0
5.582399798E0;-9.696100354E-1;5.010848999E0;6.176774979E0;8.012571401E0
5.584755528E0;-1.309571981E0;5.295746326E0;6.284509182E0;8.321956716E0
5.587112455E0;-1.548981905E0;5.530368328E0;6.471249104E0;8.652247323E0
5.589469330E0;-1.448429823E0;5.796113014E0;6.940492153E0;9.157691104E0
5.591825684E0;-8.642696738E-1;5.472909927E0;6.612500668E0;8.626985002E0
5.594181986E0;-4.548787698E-2;5.156888962E0;6.586165905E0;8.364995770E0
5.596537611E0;5.458545089E-1;4.474570751E0;6.377879143E0;7.810062926E0
5.598893496E0;7.325942516E-1;4.579910755E0;7.922072887E0;9.179951835E0
5.601248809E0;7.732939124E-1;5.101824284E0;1.017492008E1;1.140857542E1
5.603605267E0;7.541410923E-1;4.551181793E0;1.067768097E1;1.163163167E1
5.605961205E0;5.434604287E-1;3.531295776E0;1.060585785E1;1.119149766E1
5.608317142E0;1.963160932E-1;3.181757212E0;1.098891354E1;1.144195524E1
5.610673705E0;-3.686912060E-1;3.495384216E0;1.191064167E1;1.241841492E1
5.613029278E0;-1.000733256E0;3.955051184E0;1.249958992E1;1.314852254E1
5.615385267E0;-1.180290699E0;3.787464380E0;1.163771439E1;1.229529864E1
5.617740892E0;-9.480631351E-1;3.787464380E0;1.058431053E1;1.128145999E1
5.620097455E0;-6.559830904E-1;3.686912060E0;9.195733070E0;9.929005038E0
5.622454017E0;-4.836079478E-1;4.160943508E0;8.374557495E0;9.363788804E0
5.624810163E0;-4.093908966E-1;5.243076324E0;8.238094330E0;9.773620027E0
5.627166569E0;-1.699810177E-1;5.425027847E0;6.823181629E0;8.718694182E0
5.629522767E0;5.267017335E-2;6.085799217E0;6.239021301E0;8.715796754E0
5.631879538E0;2.537744641E-1;6.133681297E0;5.092247963E0;7.976053977E0
5.634236465E0;4.046027064E-1;5.422633648E0;3.481019735E0;6.456481815E0
5.636592507E0;3.279915452E-1;6.148045540E0;4.539211273E0;7.649214430E0
5.638948496E0;7.421706617E-2;6.696294308E0;6.279721260E0;9.180455584E0
5.641304850E0;-2.394098788E-2;5.915818214E0;6.514342785E0;8.799667053E0
5.643661725E0;7.661116123E-2;5.018031120E0;6.483219624E0;8.198697597E0
5.646018340E0;2.489862740E-1;4.828897476E0;8.132753372E0;9.461602529E0
5.648375475E0;3.447502255E-1;4.144185066E0;9.360926628E0;1.024304983E1
5.650731986E0;2.298334837E-1;4.266283989E0;1.176220703E1;1.251413268E1
5.653088028E0;2.202570885E-1;3.646212339E0;1.221708584E1;1.275149262E1
5.655444798E0;8.858165145E-2;3.148239851E0;1.191064167E1;1.232000998E1
5.657800892E0;-3.471443355E-1;3.406802654E0;1.232721424E1;1.279402300E1
5.660156934E0;-6.440125704E-1;3.605512857E0;1.218835735E1;1.272676432E1
5.662513132E0;-5.865542293E-1;3.706064939E0;1.147970390E1;1.207735753E1
5.664869538E0;-4.524846673E-1;3.835346222E0;1.002409172E1;1.074230133E1
5.667226153E0;-3.615089059E-1;3.986174583E0;8.568479538E0;9.457225708E0
5.669582194E0;-1.627987176E-1;4.745103836E0;7.833491325E0;9.160027302E0
5.671938028E0;1.436459273E-1;5.472909927E0;7.483952999E0;9.272698082E0
5.674294434E0;3.902381063E-1;5.791325092E0;7.222996235E0;9.266250952E0
5.676650163E0;4.883961678E-1;5.456151009E0;6.143257618E0;8.230900850E0
5.679006934E0;2.202570885E-1;5.341234207E0;5.585432529E0;7.731387494E0
5.681363444E0;-2.322275788E-1;5.918212414E0;6.160016060E0;8.545464626E0
5.683720736E0;-5.937365294E-1;6.550254345E0;7.237360477E0;9.779455084E0
5.686077298E0;-5.434604287E-1;6.392243862E0;7.184690475E0;9.632025128E0
5.688433496E0;-2.633508667E-2;5.468121529E0;6.097769737E0;8.190472658E0
5.690789746E0;5.267017484E-1;5.262228966E0;6.006793976E0;8.003127032E0
5.693146309E0;6.871063709E-1;4.843261719E0;6.207898140E0;7.903625659E0
5.695502350E0;5.099430680E-1;4.754680157E0;7.443253040E0;8.846979210E0
5.697858705E0;3.208092451E-1;5.094642162E0;9.705676079E0;1.096624117E1
5.700214955E0;1.699810177E-1;4.491329193E0;1.047897053E1;1.140218202E1
5.702571100E0;-5.506427214E-2;3.701276779E0;1.086920834E1;1.148225464E1
5.704927298E0;-2.034983933E-1;3.296674013E0;1.152758598E1;1.199144319E1
5.707283913E0;-3.160210252E-1;3.301462173E0;1.215244579E1;1.259688297E1
5.709639850E0;-4.333318770E-1;3.722823620E0;1.289700985E1;1.343056422E1
5.711996257E0;-3.662971258E-1;3.756340981E0;1.251156044E1;1.306841290E1
5.714352142E0;-5.745837092E-2;3.907169342E0;1.150603867E1;1.215146903E1
5.716708288E0;4.141790867E-1;4.156155586E0;1.018449593E1;1.100768508E1
5.719064642E0;7.397765517E-1;4.551181793E0;8.791131020E0;9.926958732E0
5.721420684E0;7.517470121E-1;5.008454800E0;7.412129879E0;8.977160598E0
5.723776673E0;6.128892899E-1;5.135342121E0;5.745837212E0;7.730589709E0
5.726132871E0;2.465921789E-1;6.011581898E0;5.453756809E0;8.120553426E0
5.728488705E0;-2.250452936E-1;6.708264828E0;5.357993126E0;8.588338182E0
5.730844173E0;-4.357259870E-1;5.923000336E0;3.543266296E0;6.915672502E0
5.733200111E0;-5.482486486E-1;5.860754013E0;3.648606539E0;6.925412902E0
5.735555996E0;-8.115994930E-1;6.607712746E0;5.614161491E0;8.708580293E0
5.737912142E0;-1.031856537E0;6.179169178E0;6.480825424E0;9.013764908E0
5.740268548E0;-7.780821323E-1;5.173647404E0;6.437731743E0;8.295566844E0
5.742624382E0;-2.370157838E-1;5.082671642E0;7.974742889E0;9.459717314E0
5.744980319E0;2.465921789E-1;4.567940712E0;9.653006554E0;1.068210773E1
5.747336673E0;6.296479702E-1;4.304589748E0;1.137675762E1;1.218017091E1
5.749693392E0;1.062979817E0;3.761129141E0;1.192740059E1;1.255145025E1
5.752049121E0;1.278448701E0;3.421167135E0;1.213808060E1;1.267563869E1
5.754405007E0;9.696100354E-1;3.196121931E0;1.209738159E1;1.254997930E1
5.756761465E0;4.309377670E-1;3.150634050E0;1.198725224E1;1.240187157E1
5.759117975E0;-1.915279031E-2;3.617483377E0;1.195373535E1;1.248912894E1
5.761474903E0;-4.620610774E-1;3.981386185E0;1.124987030E1;1.194255074E1
5.763831048E0;-8.115994930E-1;4.055603504E0;9.894810677E0;1.072445299E1
5.766187559E0;-9.313044548E-1;4.163337708E0;8.233305931E0;9.272973386E0
5.768544121E0;-9.025752544E-1;4.883961678E0;7.653934002E0;9.124167330E0
5.770901100E0;-8.044171929E-1;5.554309368E0;7.416918278E0;9.300973944E0
5.773257350E0;-7.349883318E-1;5.932576656E0;7.055408955E0;9.247403373E0
5.775613392E0;-5.195194483E-1;5.911029816E0;6.229444981E0;8.603264421E0
5.777970163E0;-3.423561156E-1;5.530368328E0;5.049154282E0;7.496408508E0
5.780326621E0;-4.022085965E-1;6.013976097E0;5.489668369E0;8.152676803E0
5.782682715E0;-4.692433476E-1;6.205503941E0;6.009188175E0;8.650942781E0
5.785039382E0;-2.322275788E-1;5.903847694E0;6.057069778E0;8.461527140E0
5.787395632E0;2.441980839E-1;5.635708332E0;6.222262859E0;8.398654428E0
5.789751778E0;5.889483094E-1;5.137735844E0;6.476037025E0;8.287475205E0
5.792108548E0;6.464066505E-1;4.654128075E0;7.069773674E0;8.488842648E0
5.794465475E0;5.602191091E-1;4.555970192E0;8.716913223E0;9.851664122E0
5.796822142E0;4.381200671E-1;5.049154282E0;1.123550606E1;1.232568475E1
5.799178028E0;2.705331743E-1;4.129820347E0;1.154673862E1;1.226604163E1
5.801533809E0;2.154688910E-2;2.700543404E0;1.096976089E1;1.129730291E1
5.803890007E0;-3.232033253E-1;3.030929089E0;1.183403015E1;1.222028073E1
5.806246048E0;-8.499050736E-1;3.665365219E0;1.288503933E1;1.342316950E1
5.808602715E0;-1.278448701E0;3.734794140E0;1.260971832E1;1.321317958E1
5.810959590E0;-1.268872380E0;3.435531855E0;1.136239243E1;1.193804330E1
5.813316413E0;-9.672158957E-1;3.770705700E0;1.052445793E1;1.122131645E1
5.815672767E0;-6.655594707E-1;4.034056664E0;9.207703590E0;1.007464084E1
5.818029330E0;-3.567207158E-1;4.419506550E0;7.720968723E0;8.903518734E0
5.820385475E0;-3.830558062E-2;5.508821487E0;7.323548317E0;9.164220722E0
5.822741205E0;2.633508742E-1;5.642890930E0;5.949335575E0;8.204033491E0
5.825097559E0;3.040505350E-1;5.949335575E0;5.190406322E0;7.901098551E0
5.827454017E0;1.005521491E-1;6.085799217E0;4.426688671E0;7.526130177E0
5.829810267E0;-1.771633029E-1;5.791325092E0;3.366102934E0;6.700856820E0
5.832167455E0;-5.937365294E-1;6.140863419E0;4.194460869E0;7.460310220E0
5.834524642E0;-1.115650058E0;6.368302822E0;6.069040298E0;8.867536638E0
5.836881048E0;-1.417306423E0;5.511215210E0;6.880640030E0;8.928911345E0
5.839237923E0;-1.266478300E0;4.661310196E0;7.328336239E0;8.777032076E0
5.841595007E0;-9.815804958E-1;4.575122833E0;8.922805786E0;1.007530210E1
5.843952611E0;-6.320420504E-1;4.069967747E0;1.037841797E1;1.116582617E1
5.846308861E0;-1.939219981E-1;4.086726665E0;1.241100788E1;1.306797831E1
5.848666100E0;3.255974352E-1;3.715641260E0;1.316275501E1;1.368101324E1
5.851023028E0;6.104952097E-1;2.746031284E0;1.209498692E1;1.241781385E1
5.853378965E0;3.423561156E-1;2.664631844E0;1.162574387E1;1.193211595E1
5.855735111E0;-1.077344418E-1;3.504960537E0;1.200161743E1;1.250340658E1
5.858091205E0;-3.567207158E-1;3.969415903E0;1.169756699E1;1.235785522E1
5.860447298E0;-4.572728574E-1;3.935898304E0;1.033293056E1;1.106660960E1
5.862803288E0;-4.237554967E-1;4.074756145E0;8.956323624E0;9.848803949E0
5.865159798E0;-1.987102032E-1;4.350077629E0;7.388188839E0;8.576012794E0
5.867516621E0;-4.788197577E-3;5.365175247E0;7.213419437E0;8.989913700E0
5.869872767E0;3.040505350E-1;5.865541935E0;6.914157391E0;9.072078116E0
5.872229069E0;6.440125704E-1;5.645285130E0;5.999611378E0;8.263130948E0
5.874585059E0;6.727417707E-1;6.119316578E0;6.389849663E0;8.872924861E0
5.876941621E0;4.764256477E-1;5.554309368E0;5.302928925E0;7.694048943E0
5.879297767E0;-5.745837092E-2;5.664437771E0;5.578250408E0;7.950222282E0
5.881654017E0;-5.793719292E-1;5.906241894E0;6.533495426E0;8.826433460E0
5.884010215E0;-9.169398546E-1;5.583038330E0;7.002738953E0;9.002746721E0
5.886366882E0;-9.432749152E-1;4.931843281E0;7.031467915E0;8.640277006E0
5.888723705E0;-7.732939124E-1;4.953390598E0;8.005866051E0;9.446054897E0
5.891079746E0;-5.889483094E-1;4.304589748E0;7.969954967E0;9.077253725E0
5.893436465E0;-6.344361901E-1;3.734794140E0;8.496656418E0;9.302922489E0
5.895793080E0;-7.086532116E-1;4.472176552E0;1.107749462E1;1.196718177E1
5.898149955E0;-6.248598099E-1;4.194460869E0;1.195134163E1;1.268142415E1
5.900506048E0;-6.583771706E-1;3.275127172E0;1.131211662E1;1.179507952E1
5.902862663E0;-7.972348928E-1;2.858553886E0;1.097694302E1;1.137102422E1
5.905219121E0;-1.048615217E0;3.392437935E0;1.152758598E1;1.206206730E1
5.907574798E0;-1.316754341E0;4.077150345E0;1.222426796E1;1.295336729E1
5.909930840E0;-1.345483541E0;3.710853100E0;1.092666721E1;1.161778004E1
5.912287142E0;-1.187473059E0;3.969415903E0;9.875657082E0;1.070957318E1
5.914643653E0;-9.624277353E-1;4.426688671E0;8.848588943E0;9.940793028E0
5.916999850E0;-5.769777894E-1;4.745103836E0;7.843067646E0;9.184912840E0
5.919356257E0;-1.340695322E-1;5.312505245E0;6.921339512E0;8.726146186E0
5.921712611E0;2.058925033E-1;5.903847694E0;6.502372265E0;8.785138268E0
5.924068496E0;4.644551575E-1;5.834418774E0;4.996484280E0;7.695519227E0
5.926424746E0;3.974204063E-1;6.274932861E0;4.553575993E0;7.763232556E0
5.928780423E0;2.537744641E-1;6.531101704E0;4.132214546E0;7.732715435E0
5.931136361E0;1.651928127E-1;6.085799217E0;3.789858341E0;7.171280710E0
5.933492455E0;-1.508282274E-1;6.203109741E0;5.180830002E0;8.083459601E0
5.935848444E0;-5.290958285E-1;6.059463978E0;6.849516869E0;9.160399960E0
5.938204225E0;-6.368302703E-1;5.346022606E0;7.203843117E0;8.993379017E0
5.940560632E0;-4.740315676E-1;4.725951195E0;7.831097126E0;9.158897467E0
5.942917246E0;-1.675869226E-1;4.639763355E0;9.837351799E0;1.087791247E1
5.945273809E0;2.968682647E-1;3.955051184E0;1.135042191E1;1.202342040E1
5.947630215E0;5.889483094E-1;3.856893063E0;1.288503933E1;1.346279030E1
5.949987142E0;7.469588518E-1;3.473837376E0;1.282279301E1;1.330599542E1
5.952343861E0;5.745837092E-1;2.872918606E0;1.171432495E1;1.207514873E1
5.954699642E0;4.069967940E-2;3.009382248E0;1.167123127E1;1.205303602E1
5.957055111E0;-5.745837092E-1;3.588754177E0;1.202555847E1;1.256277674E1
5.959410996E0;-1.039038897E0;3.643818378E0;1.124268818E1;1.186402342E1
5.961767559E0;-1.299995661E0;3.986174583E0;9.882840157E0;1.073546022E1
5.964124590E0;-1.285631061E0;4.383594990E0;8.479897499E0;9.632103293E0
5.966480996E0;-1.017491937E0;4.836079597E0;7.486346722E0;8.970414871E0
5.968836569E0;-6.104952097E-1;5.398692608E0;7.167931557E0;8.994322047E0
5.971193028E0;-1.819515079E-1;5.664437771E0;6.557436466E0;8.667118011E0
