"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
7.795901650E1;1.340695322E-1;4.867202759E0;8.436803818E0
7.796137775E1;6.559830904E-1;3.981386185E0;9.693705559E0
7.796373936E1;9.217280149E-1;3.856893063E0;1.205189323E1
7.796610040E1;1.070162177E0;2.848977566E0;1.235354996E1
7.796846134E1;8.642696738E-1;2.470710039E0;1.295207405E1
7.797082212E1;4.357259870E-1;2.614355803E0;1.374212742E1
7.797318269E1;1.651928127E-1;2.487468719E0;1.339258862E1
7.797554415E1;-6.703476608E-2;2.341428518E0;1.252592468E1
7.797790525E1;-2.537744641E-1;3.002199888E0;1.254507732E1
7.798026618E1;-2.633508742E-1;3.169786692E0;1.113495350E1
7.798262801E1;-1.292813420E-1;3.995750904E0;1.007915592E1
7.798499014E1;6.464067101E-2;4.608640194E0;8.716913223E0
7.798735124E1;1.316754371E-1;4.553575993E0;6.681929588E0
7.798971290E1;-4.069967940E-2;5.324475765E0;6.392243862E0
7.799207426E1;-3.088387549E-1;5.920606136E0;6.179169178E0
7.799443592E1;-5.985246897E-1;5.937365055E0;5.039577961E0
7.799679681E1;-8.355404735E-1;6.318026543E0;4.874385357E0
7.799915827E1;-8.115994930E-1;5.934970856E0;4.213613987E0
7.800151941E1;-5.697954893E-1;5.202376842E0;3.933504343E0
7.800388150E1;-2.011042982E-1;5.688378811E0;5.717107773E0
7.800624223E1;2.729272544E-1;5.372357845E0;6.519131184E0
7.800860374E1;6.751358509E-1;4.716374397E0;7.182296276E0
7.801096566E1;9.360926151E-1;4.472176552E0;8.755219460E0
7.801332717E1;1.103679538E0;3.756340981E0;1.002169800E1
7.801568842E1;1.024674296E0;3.179363251E0;1.152279758E1
7.801804936E1;6.057069898E-1;2.769972324E0;1.253071308E1
7.802041030E1;1.340695322E-1;2.707725763E0;1.350511169E1
7.802277207E1;-2.465921789E-1;2.853765726E0;1.398871899E1
7.802513374E1;-4.692433476E-1;2.501833200E0;1.338540649E1
7.802749498E1;-4.883961678E-1;2.614355803E0;1.294968033E1
7.802985618E1;-3.375679255E-1;2.758001804E0;1.177657223E1
7.803221738E1;-1.173108369E-1;3.452290535E0;1.079499149E1
7.803457853E1;1.268872321E-1;4.302195549E0;9.593153954E0
7.803694030E1;2.609567642E-1;4.922266960E0;8.094448090E0
7.803930170E1;2.968682647E-1;4.757074356E0;5.568673611E0
7.804166322E1;1.915279031E-1;5.451363087E0;4.697221756E0
7.804402446E1;-9.576395154E-3;6.586165905E0;4.706798077E0
7.804638561E1;-1.484341323E-1;5.889482975E0;2.657449722E0
7.804874639E1;-3.639030159E-1;6.198321819E0;2.992623568E0
7.805110754E1;-6.392243505E-1;6.315632820E0;4.290225029E0
7.805346900E1;-6.823181510E-1;5.460939407E0;4.601458073E0
7.805583004E1;-5.243076086E-1;5.465727329E0;6.437731743E0
7.805819066E1;-1.556164175E-1;5.008454800E0;8.075295448E0
7.806055176E1;3.782676160E-1;3.909563303E0;9.157427788E0
7.806291306E1;8.882106543E-1;3.631847858E0;1.139830399E1
7.806527426E1;1.264084101E0;3.270339012E0;1.302868557E1
7.806763519E1;1.357454062E0;2.456345320E0;1.317233181E1
7.806999702E1;1.079738498E0;2.353399038E0;1.363678646E1
7.807235806E1;6.416184902E-1;2.631114483E0;1.398393059E1
7.807471905E1;2.322275788E-1;2.401281118E0;1.308135605E1
7.807708056E1;-1.819515079E-1;2.599991322E0;1.231045628E1
7.807944139E1;-5.099430680E-1;3.169786692E0;1.152997971E1
7.808180222E1;-6.081010699E-1;3.765917301E0;1.004324436E1
7.808416311E1;-5.219135284E-1;4.292619228E0;8.496656418E0
7.808652410E1;-2.777154446E-1;4.680463314E0;7.012315273E0
7.808888498E1;1.915279031E-2;5.044366360E0;5.860754013E0
7.809124577E1;2.106806934E-1;5.863147736E0;5.968488216E0
7.809360717E1;2.705331743E-1;6.109740257E0;5.518397808E0
7.809596801E1;2.106806934E-1;5.968488216E0;4.725951195E0
7.809832889E1;9.576395154E-2;5.858359814E0;4.529634953E0
7.810068915E1;-4.069967940E-2;5.635708332E0;4.804956436E0
7.810305009E1;-1.867397130E-1;5.013242722E0;5.123371601E0
7.810541087E1;-1.220990419E-1;5.415451527E0;7.048226833E0
7.810777150E1;2.154688835E-1;5.252652645E0;8.228517532E0
7.811013264E1;4.979725480E-1;4.330924511E0;8.331463814E0
7.811249410E1;6.655594707E-1;3.246397972E0;8.511021614E0
7.811485556E1;8.187817931E-1;3.536083937E0;1.090751362E1
7.811721697E1;7.756879926E-1;3.260762453E0;1.245410156E1
7.811957775E1;5.865542293E-1;2.793913364E0;1.323936653E1
7.812193848E1;4.620610774E-1;2.882494926E0;1.390971375E1
7.812429941E1;3.279915452E-1;2.549715281E0;1.323457813E1
7.812666087E1;1.029462516E-1;2.494650841E0;1.255704784E1
7.812902217E1;-1.747692078E-1;2.923194647E0;1.210456371E1
7.813138348E1;-4.189672768E-1;3.327797413E0;1.117565346E1
7.813374431E1;-4.476964772E-1;3.804223061E0;9.921145439E0
7.813610592E1;-2.082865983E-1;4.450629711E0;8.554115295E0
7.813846686E1;1.005521491E-1;5.209558964E0;7.369036198E0
7.814082785E1;3.088387549E-1;5.044366360E0;5.022819042E0
7.814318863E1;4.429082870E-1;5.499244690E0;4.235160828E0
7.814554973E1;4.165731966E-1;6.392243862E0;4.462600231E0
7.814791082E1;3.662971258E-1;6.301268101E0;3.820981741E0
7.815027165E1;3.447502255E-1;5.949335575E0;3.179363251E0
7.815263269E1;6.942886114E-2;6.107346058E0;4.589487553E0
7.815499420E1;-2.178629935E-1;5.477697849E0;5.511215210E0
7.815735572E1;-3.998144865E-1;4.685251236E0;6.418578625E0
7.815971686E1;-3.902381063E-1;4.457811832E0;8.434410095E0
7.816207822E1;-7.182296365E-2;4.172914028E0;1.052206421E1
7.816443988E1;3.854499161E-1;3.320615053E0;1.179811859E1
7.816680098E1;8.786342740E-1;3.074022770E0;1.341652966E1
7.816916264E1;1.232960820E0;2.453951359E0;1.373255062E1
7.817152420E1;1.247325420E0;2.044560432E0;1.366790962E1
7.817388498E1;9.696100354E-1;2.525774240E0;1.391689587E1
7.817624592E1;5.817660093E-1;2.884889126E0;1.364396858E1
7.817860738E1;1.915279031E-1;2.643085003E0;1.165447330E1
7.818096832E1;-2.274393886E-1;3.323009014E0;1.076626205E1
7.818332936E1;-5.027607679E-1;3.816193581E0;9.353743553E0
7.818569004E1;-5.075489283E-1;4.543999672E0;7.977137089E0
7.818805144E1;-3.279915452E-1;5.156888962E0;6.698688507E0
7.819041191E1;-6.224656850E-2;5.104218483E0;5.137735844E0
7.819277327E1;1.819515079E-1;5.599797249E0;4.891143799E0
7.819513452E1;2.753213644E-1;6.157621861E0;5.343628407E0
7.819749556E1;2.657449543E-1;6.119316578E0;5.398692608E0
7.819985660E1;2.202570885E-1;5.805689335E0;5.099430561E0
7.820221759E1;8.379346132E-2;5.676408291E0;5.671619892E0
7.820457874E1;-7.182296365E-3;4.898325920E0;5.650073051E0
