"Time (s)";"Peak-Frequency"
1.002027425E2;3.309051370E0
1.003527642E2;1.654526532E0
1.004877423E2;1.654526460E0
1.006249251E2;1.654528163E0
1.007610046E2;1.654527441E0
1.009018149E2;3.309055185E0
1.010393363E2;1.654531576E0
1.011786748E2;1.323624206E1
1.013189091E2;1.323624833E1
1.014588442E2;1.323623058E1
1.015985250E2;3.309054472E0
1.017394868E2;3.309042653E0
1.018811666E2;3.309036057E0
1.020201855E2;3.309024024E0
1.021607309E2;3.309019711E0
1.023028146E2;9.927051164E0
1.024175977E2;9.927044586E0
1.025451205E2;1.654506718E0
1.026816241E2;1.654505506E0
1.028208150E2;8.272526192E0
1.029589505E2;3.309009514E0
1.030987705E2;8.272532298E0
1.032386716E2;1.158155145E1
1.033748065E2;1.158154116E1
1.035143342E2;1.158152824E1
1.036566676E2;1.158153367E1
1.037981036E2;1.158151908E1
1.039385063E2;1.158150185E1
1.040948499E2;1.158148538E1
1.042251701E2;1.158148520E1
1.043507604E2;1.158146405E1
1.044835204E2;3.308991082E0
1.046215451E2;3.308987285E0
1.047679865E2;1.158145038E1
1.049022587E2;1.654494507E0
1.050415101E2;1.654498108E0
1.051774927E2;1.654497671E0
1.053173941E2;1.654497475E0
1.054565253E2;3.308994523E0
1.055977867E2;1.654494784E0
1.057373188E2;9.926944851E0
1.058727151E2;9.926932016E0
1.060039388E2;9.926894423E0
1.061392976E2;9.926864957E0
1.062784127E2;9.926862177E0
1.064177126E2;9.926843460E0
1.065592702E2;9.926837310E0
1.066982366E2;9.926847631E0
1.068381587E2;9.926827097E0
1.069795123E2;9.926806402E0
1.071185429E2;9.926796562E0
1.072613708E2;9.926782551E0
1.074011388E2;9.926749558E0
1.075399160E2;9.926705655E0
1.076810763E2;9.926676565E0
1.078197199E2;9.926642182E0
1.079655125E2;9.926612077E0
1.080810826E2;9.926574752E0
1.082054096E2;8.272115014E0
1.083210465E2;8.272107617E0
1.084447958E2;8.272080613E0
1.085591034E2;8.272066175E0
1.086875186E2;8.272035385E0
1.088216776E2;8.272011056E0
1.089617631E2;8.271989534E0
1.091039633E2;8.271962441E0
1.092363141E2;8.271943504E0
1.093786157E2;8.271939628E0
1.095193596E2;8.271922027E0
1.096613775E2;3.308759436E0
1.097767977E2;3.308749491E0
1.098947552E2;1.654367910E0
1.100245091E2;1.654359480E0
1.101566616E2;1.654354516E0
1.102929332E2;1.654349268E0
1.104245936E2;1.654341755E0
1.105605096E2;1.654335491E0
1.106989044E2;3.308649346E0
1.108398824E2;3.308637958E0
1.109786849E2;3.308626284E0
1.111181711E2;1.654308705E0
1.112597342E2;1.654302360E0
1.113993319E2;1.654297031E0
1.115391241E2;4.962860299E0
1.116777437E2;8.271410754E0
1.118181954E2;3.308547853E0
1.119556727E2;1.654263858E0
1.120814902E2;1.654258405E0
1.122179503E2;1.654259420E0
1.123575854E2;6.617015441E0
1.124991867E2;6.616998013E0
1.126387246E2;6.616972066E0
1.127794815E2;6.616933753E0
1.129173992E2;6.616904742E0
1.130569185E2;6.616897044E0
1.131970358E2;6.616877549E0
1.133423082E2;1.323369394E1
1.134749017E2;1.157943798E1
1.135965976E2;1.157941054E1
1.137276843E2;8.270988059E0
1.138429287E2;6.616761046E0
1.139796300E2;6.616723163E0
1.141198491E2;6.616686670E0
1.142597584E2;6.616651710E0
1.143996593E2;6.616618033E0
1.145354511E2;8.270724565E0
1.146763652E2;8.270684742E0
1.148174921E2;1.157888243E1
1.149405874E2;1.157882531E1
1.150821472E2;1.157877935E1
1.152213469E2;1.157872210E1
1.153694079E2;1.157866966E1
1.154829798E2;1.157862451E1
1.156061750E2;1.157860555E1
1.157203366E2;1.157856994E1
1.158433358E2;1.157852218E1
1.159782292E2;1.157847273E1
1.161185851E2;1.157844635E1
1.162589908E2;1.157841511E1
1.163991115E2;6.616215613E0
1.165376027E2;9.924329833E0
1.166797671E2;8.270281498E0
1.168191176E2;1.157838693E1
1.169653659E2;6.616230721E0
1.170772111E2;6.616254488E0
1.172175180E2;4.962220771E0
1.173576891E2;4.962232610E0
1.174982633E2;6.616327714E0
1.176374960E2;1.157862058E1
1.177774805E2;1.157866947E1
1.179185862E2;1.157871106E1
1.180590020E2;1.157873732E1
1.181984857E2;1.157878883E1
1.183388564E2;9.924722108E0
1.184802224E2;9.924757333E0
1.186191454E2;9.924772941E0
1.187585051E2;9.924807526E0
1.188989879E2;4.962414481E0
